,number_of_response,delay_avg,jitter_avg
1578676708,13.0,0.0027461733333333338,0.00022665666666666666
1578676709,35.0,0.0024318266666666665,0.000412897
1578676710,29.0,0.002597256666666667,0.000428478
1578676711,23.0,0.0026123599999999998,0.000359281
1578676712,16.0,0.002687856666666667,0.000356233
1578676713,20.0,0.00262178,0.0003792663333333334
1578676714,30.0,0.0026661633333333336,0.0002630946666666667
1578676715,31.0,0.0026503466666666664,0.00032089433333333333
1578676716,21.0,0.002737403333333334,0.00024941233333333334
1578676717,25.0,0.0026873633333333335,0.00043422366666666666
1578676718,26.0,0.002631343333333333,0.00028451
1578676719,37.0,0.002687153333333333,0.0003265503333333333
1578676720,31.0,0.0026046533333333333,0.000254817
1578676721,24.0,0.00259142,0.00034350166666666666
1578676722,22.0,0.00277271,0.00019387933333333334
1578676723,30.0,0.00264376,0.000392288
1578676724,24.0,0.002604763333333334,0.00031015066666666667
1578676725,41.0,0.002608836666666666,0.00031002033333333336
1578676726,26.0,0.0025298266666666665,0.00045359033333333335
1578676727,32.0,0.00258882,0.0003094416666666667
1578676728,28.0,0.0027233266666666666,0.000414724
1578676729,22.0,0.002634286666666667,0.000403881
1578676730,26.0,0.0025926599999999997,0.0003459943333333333
1578676731,36.0,0.0027182866666666666,0.0002122496666666667
1578676732,22.0,0.0025177233333333335,0.0002583563333333334
1578676733,27.0,0.002575786666666667,0.0003255306666666667
1578676734,21.0,0.0025437733333333336,0.00028158033333333335
1578676735,32.0,0.00253805,0.00032288533333333334
1578676736,22.0,0.00266639,0.0004582126666666667
1578676737,27.0,0.00267386,0.0004697376666666667
1578676738,26.0,0.00249948,0.00037358000000000004
1578676739,25.0,0.002629746666666667,0.00024980233333333335
1578676740,33.0,0.00272611,0.000255487
1578676741,30.0,0.002676476666666667,0.0004541263333333334
1578676742,25.0,0.0025986266666666665,0.000184425
1578676743,26.0,0.0026786399999999995,0.00029392599999999996
1578676744,21.0,0.00256474,0.000262011
1578676745,23.0,0.002724533333333333,0.00026977066666666666
1578676746,26.0,0.0026711633333333334,0.000402319
1578676747,31.0,0.002634863333333333,0.00035657899999999993
1578676748,27.0,0.00277385,0.000250162
1578676749,16.0,0.0027512333333333332,0.00026519233333333335
1578676750,21.0,0.0025317366666666665,0.00023385466666666667
1578676751,41.0,0.0026314333333333335,0.00037109766666666667
1578676752,29.0,0.0025532366666666667,0.0002960626666666666
1578676753,37.0,0.0027714366666666667,0.00040453666666666663
1578676754,25.0,0.0027062266666666667,0.0003027873333333333
1578676755,22.0,0.002778586666666667,0.00029487333333333334
1578676756,26.0,0.0026509599999999995,0.0002859503333333333
1578676757,27.0,0.00278683,0.00040646499999999995
1578676758,23.0,0.0025704666666666667,0.00028996766666666667
1578676759,32.0,0.0026497833333333338,0.00042488300000000003
1578676760,22.0,0.002564086666666667,0.00022225566666666665
1578676761,28.0,0.002547503333333333,0.0003057003333333333
1578676762,30.0,0.00259712,0.0003553056666666667
1578676763,18.0,0.002528363333333333,0.00020217133333333336
1578676764,18.0,0.00249684,0.00024813
1578676765,17.0,0.002470446666666667,0.00022693033333333335
1578676766,17.0,0.003177353333333334,0.0007823223333333334
1578676767,47.0,0.0025444866666666666,0.00034028366666666673
1578676768,4.0,0.00296772,4.6889e-06
1578676769,49.0,0.0025852400000000004,0.0004175733333333333
1578676770,28.0,0.00268506,0.00031209866666666666
1578676771,23.0,0.00253884,0.0002983276666666667
1578676772,32.0,0.0024687733333333332,0.0003244426666666666
1578676773,26.0,0.0026488899999999997,0.00040546500000000004
1578676774,36.0,0.0025071766666666666,0.00033219999999999994
1578676775,23.0,0.002679696666666667,0.0005019176666666668
1578676776,31.0,0.00257414,0.00022723433333333333
1578676777,33.0,0.0025392866666666667,0.00027818400000000006
1578676778,20.0,0.0025422666666666664,0.000272254
1578676779,19.0,0.002560706666666666,0.000335369
1578676780,29.0,0.0025889333333333335,0.00019497133333333335
1578676781,30.0,0.0024791366666666666,0.0003388393333333334
1578676782,36.0,0.0025718733333333333,0.00036158900000000005
1578676783,11.0,0.0027197966666666668,0.0003093083333333333
1578676784,39.0,0.002561686666666667,0.0003591313333333333
1578676785,19.0,0.00268888,0.00046887
1578676786,21.0,0.0024031233333333332,0.0003226936666666667
1578676787,6.0,0.0008537633333333333,0.00010746333333333333
1578676788,49.0,0.0026450333333333334,0.00047055966666666665
1578676789,30.0,0.0025463366666666665,0.00038004733333333327
1578676790,22.0,0.0025448866666666664,0.00022018333333333334
1578676791,27.0,0.0026043766666666666,0.00031137066666666664
1578676792,28.0,0.00257091,0.0003115806666666667
1578676793,16.0,0.0025552533333333335,0.0002230074333333333
1578676794,38.0,0.00257244,0.000362113
1578676795,34.0,0.0026638233333333337,0.0003309843333333333
1578676796,30.0,0.00254392,0.00025389633333333336
1578676797,24.0,0.0017147366666666667,0.000250024
1578676798,42.0,0.0025879866666666663,0.0003169993333333333
1578676799,35.0,0.0028230633333333334,0.00043979599999999995
1578676800,27.0,0.002658006666666667,0.00033446299999999996
1578676801,20.0,0.00270727,0.0002736116666666667
1578676802,22.0,0.002666063333333333,0.0004016133333333333
1578676803,35.0,0.0026668866666666666,0.00026975599999999996
1578676804,22.0,0.00256757,0.0002639956666666667
1578676805,21.0,0.002784736666666667,0.00041601599999999996
1578676806,28.0,0.0025732533333333333,0.00023070933333333332
1578676807,29.0,0.0026482366666666667,0.0002926826666666667
1578676808,35.0,0.0026179099999999998,0.0003253143333333333
1578676809,22.0,0.002632723333333333,0.00031273
1578676810,16.0,0.002510476666666667,0.000251015
1578676811,32.0,0.0026219233333333336,0.00022518400000000002
1578676812,26.0,0.00266977,0.00023314700000000004
1578676813,24.0,0.00257029,0.00026273966666666665
1578676814,32.0,0.00254662,0.000420217
1578676815,32.0,0.00264195,0.000328137
1578676816,17.0,0.001619043333333333,0.00028344966666666666
1578676817,38.0,0.0026782233333333336,0.0003616446666666667
1578676818,24.0,0.002698866666666666,0.0004538246666666667
1578676819,21.0,0.0025840933333333336,0.000320206
1578676820,24.0,0.0025059066666666668,0.0002453046666666667
1578676821,25.0,0.0026332133333333333,0.00038944600000000005
1578676822,19.0,0.0026004266666666666,0.000202216
1578676823,23.0,0.00264506,0.000403563
1578676824,36.0,0.0026811833333333333,0.0004227456666666667
1578676825,25.0,0.0027100400000000004,0.00033544133333333334
1578676826,26.0,0.00255741,0.0003438933333333334
1578676827,19.0,0.002743543333333333,0.0003429006666666667
1578676828,28.0,0.0025519966666666667,0.00038023099999999997
1578676829,27.0,0.0025615933333333336,0.00040931433333333335
1578676830,30.0,0.002774286666666667,0.000393424
1578676831,27.0,0.0025314033333333334,0.0004001326666666667
1578676832,28.0,0.0025915166666666666,0.00040608266666666663
1578676833,22.0,0.0026265533333333334,0.0002426573333333333
1578676834,30.0,0.00274684,0.00027382333333333334
1578676835,26.0,0.002596336666666666,0.0002111076666666667
1578676836,35.0,0.0025519433333333337,0.00034037600000000004
1578676837,23.0,0.00263259,0.000158601
1578676838,20.0,0.0026556400000000003,0.00030449233333333333
1578676839,16.0,0.0026862466666666665,0.0003068616
1578676840,19.0,0.0027106333333333336,0.00035303433333333333
1578676841,33.0,0.0025766666666666668,0.00045639633333333335
1578676842,28.0,0.0026627633333333334,0.000261916
1578676843,9.0,0.0028088999999999996,0.0002545833333333334
1578676844,43.0,0.0026538166666666666,0.0005992413333333333
1578676845,11.0,0.0028434399999999996,0.0001717012
1578676846,31.0,0.0025996466666666665,0.000427094
1578676847,21.0,0.002810253333333333,0.0002092776
1578676848,34.0,0.0026172933333333333,0.000297607
1578676849,33.0,0.0026855333333333335,0.000374258
1578676850,27.0,0.0026014933333333335,0.00045477
1578676851,22.0,0.0025773633333333336,0.00024164166666666665
1578676852,33.0,0.0026134966666666666,0.00030851200000000004
1578676853,31.0,0.00257758,0.00035441000000000004
1578676854,22.0,0.002586516666666667,0.0001732573333333333
1578676855,25.0,0.0026434966666666667,0.000349124
1578676856,25.0,0.00267185,0.00029565066666666664
1578676857,24.0,0.0026886533333333336,0.00031070433333333335
1578676858,33.0,0.002551903333333333,0.00036655199999999997
1578676859,28.0,0.0026475133333333334,0.0003308853333333333
1578676860,27.0,0.0027454766666666665,0.000289803
1578676861,18.0,0.0027363166666666667,0.0001769716666666667
1578676862,29.0,0.002798176666666667,0.00035761800000000003
1578676863,34.0,0.0026924200000000005,0.00044092966666666665
1578676864,31.0,0.00265867,0.00030996433333333335
1578676865,24.0,0.0025658933333333332,0.00033703899999999997
1578676866,27.0,0.0026261866666666667,0.00034091166666666664
1578676867,31.0,0.0025876566666666666,0.000267005
1578676868,21.0,0.0027695399999999996,0.0003451726666666667
1578676869,28.0,0.002598843333333333,0.0004109513333333333
1578676870,25.0,0.0026491066666666668,0.0003641833333333333
1578676871,31.0,0.00269193,0.000454942
1578676872,26.0,0.0026421033333333334,0.000337674
1578676873,22.0,0.0025900566666666666,0.0002660333333333333
1578676874,32.0,0.0026186933333333332,0.0003756256666666667
1578676875,21.0,0.0026671533333333334,0.0002505993333333333
1578676876,13.0,0.0018268633333333336,0.000108726
1578676877,53.0,0.002617473333333333,0.0003667156666666667
1578676878,10.0,0.0023704133333333336,0.00041210666666666667
1578676879,26.0,0.0025576466666666665,0.000535221
1578676880,50.0,0.0027203866666666667,0.00044087133333333334
1578676881,37.0,0.0026303566666666667,0.0005060596666666668
1578676882,28.0,0.0026612000000000003,0.000388789
1578676883,11.0,0.0027410133333333336,0.0003675486666666667
1578676884,37.0,0.0026943433333333332,0.00028772
1578676885,34.0,0.0026388933333333334,0.0004604346666666667
1578676886,33.0,0.0026179600000000003,0.00042509533333333333
1578676887,26.0,0.002734026666666667,0.0003222703333333333
1578676888,22.0,0.002502683333333333,0.00018454999999999999
1578676889,27.0,0.0025775533333333334,0.00023888633333333335
1578676890,24.0,0.0027036866666666666,0.00032794700000000004
1578676891,23.0,0.00266712,0.00031210566666666666
1578676892,31.0,0.0026321866666666667,0.0003419203333333333
1578676893,20.0,0.0025994833333333332,0.000230999
1578676894,31.0,0.00258412,0.00029872966666666666
1578676895,23.0,0.0025219966666666666,0.00030302666666666666
1578676896,27.0,0.0025056733333333335,0.00017878766666666666
1578676897,22.0,0.00258283,0.00030274833333333336
1578676898,22.0,0.0024370333333333335,0.00033597566666666666
1578676899,19.0,0.002790616666666667,0.0002616513333333333
1578676900,13.0,0.0017899266666666668,0.00014526833333333334
1578676901,33.0,0.002570066666666667,0.000308072
1578676902,18.0,0.0026433799999999994,0.0003471593333333333
1578676903,20.0,0.0024970266666666666,0.00017433666666666665
1578676904,23.0,0.0027492666666666665,0.00046912633333333326
1578676905,36.0,0.0024505566666666668,0.00040653533333333334
1578676906,41.0,0.0024737933333333333,0.0003640443333333333
1578676907,23.0,0.0026743766666666668,0.00037565633333333336
1578676908,20.0,0.00267455,0.0003429526666666667
1578676909,7.0,0.00254353,0.0001777013666666667
1578676910,30.0,0.002508156666666667,0.00039947133333333336
1578676911,23.0,0.0025066866666666665,0.000277254
1578676912,27.0,0.0025332433333333337,0.00034773933333333333
1578676913,11.0,0.0025378199999999997,7.2389e-05
1578676914,33.0,0.0025797133333333336,0.00046416566666666664
1578676915,27.0,0.0025988,0.0003358013333333333
1578676916,21.0,0.00264815,0.00032332666666666667
1578676917,22.0,0.0025774500000000002,0.000319998
1578676918,27.0,0.00264874,0.00032852133333333334
1578676919,23.0,0.00261871,0.00022697466666666668
1578676920,23.0,0.0026945833333333336,0.00030269666666666667
1578676921,19.0,0.002567166666666667,0.0003762643333333334
1578676922,19.0,0.0026271133333333335,0.000428775
1578676923,26.0,0.00265105,0.00043562166666666666
1578676924,18.0,0.0028227800000000004,0.00037214800000000004
1578676925,17.0,0.0026554,0.00033846833333333335
1578676926,16.0,0.0017082366666666667,0.00022009433333333334
1578676927,39.0,0.0026490433333333334,0.000318818
1578676928,25.0,0.00256625,0.0002713876666666667
1578676929,20.0,0.0025394000000000003,0.00019433266666666664
1578676930,34.0,0.002686036666666667,0.0004284536666666666
1578676931,1.0,0.0008358966666666667,0.0
1578676932,43.0,0.002463883333333333,0.0003215336666666667
1578676933,41.0,0.0025428399999999998,0.000239207
1578676934,32.0,0.0025423666666666666,0.00027436333333333334
1578676935,17.0,0.002414313333333333,0.000199043
1578676936,30.0,0.00263003,0.000337232
1578676937,29.0,0.0026411466666666668,0.00034470700000000003
1578676938,26.0,0.0025854899999999998,0.0003167106666666667
1578676939,29.0,0.0025544933333333333,0.0003131093333333333
